F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
14.88,2,120.8,15.33,-3.69,Very low,8.7,-1761.99,-12128.8,-168.58,10.04,-15.16,8,Rest,5082.06,768.42,1184.05
35.13,5,3.86,178.23,-2.75,Medium,5.99,-2564.76,-15881.02,-266.4,7.96,-27.66,8,Europe,3413.94,676.74,3774.55
32.46,4,0.02,130.59,-9.07,Very low,3.6,-3203.97,-18657.83,-183.02,4.84,-21.28,10,Europe,4505.04,756.21,2736.88
3.42,2,45.52,214.44,2.69,Medium,3.87,-1024.5,-17300.85,-169.34,9.29,-26.24,10,Rest,6579.66,701.7,1409.13
8.31,3,3.52,-17.16,-2.98,Low,1.62,-3660.21,-16577.09,-207.1,3.81,-26.6,20,UK,5310.96,709.95,0
37.5,4,0.16,205.41,1.2,High,2.44,-4107.33,-11265.2,-271.5,6.07,-32.6,12,Europe,2883.12,805.17,3767.15
15.18,6,0,206.64,-1.08,Very low,8.52,-2847.27,-23182.75,-228.42,12.6,-18.8,8,Rest,3917.49,769.5,1613.6
15.63,5,0.18,203.61,-6.89,High,9.25,-3365.61,-21100.39,-93.18,10.65,-28.32,10,USA,4061.13,690.45,1409.07
24.93,3,0.08,141.96,-6.55,High,9.51,-3718.08,-13878.9,-174.16,11.08,-33.46,10,Europe,4178.01,642.3,3759.64
10.41,3,0.2,191.64,-1.23,High,1.82,-4010.79,-13103.89,-171.32,13.77,-20.56,8,UK,4842.09,792.39,482.89
19.44,4,9.74,175.23,-4.87,High,6.57,-3761.19,-14419.87,-111.06,4.98,-20.24,6,UK,3861.42,718.65,2438.09
19.98,1,1912.68,162.51,-1.41,Very high,4.36,-3098.25,-15455.2,-162.84,8.43,-32.6,12,UK,5849.52,713.58,2672.58
15.66,6,1.3,146.88,-3.98,Very high,6.73,-2725.11,-10176.97,-181.36,8.32,-19.62,6,USA,3785.7,635.07,922.76
16.65,2,0.04,241.98,1.68,High,6.4,-4037.07,-13964.35,-294.12,4.07,-27.48,4,UK,2919.24,664.59,2816.9
6.36,7,2.94,234.33,-4.56,Very high,7.29,-4633.41,-18241.19,-180.66,6.56,-21.88,6,UK,4300.92,616.95,950.28
14.55,3,0.02,41.67,-5.84,Medium,9.02,-3662.79,-10008.36,-239.1,5.56,-20.7,16,USA,2623.74,752.46,1341.95
3.51,5,0.68,162.75,-2.14,High,3.15,-4068.27,-16966.48,-185.08,7.59,-30.14,14,UK,4144.89,708.78,591.06
10.17,2,5.7,82.35,-2.45,High,4.17,-3584.22,-16236.31,-228.94,5.08,-27.28,10,Rest,5301.81,766.44,588.91
37.11,3,15.1,30.84,-1.56,Very low,6.15,-3571.59,-12347.46,-160.28,8.82,-28.98,16,USA,5017.26,724.41,860.66
35.01,7,0.02,180.99,-3.5,Very high,2.84,-2931.42,-22819.64,-125.1,9.85,-29.98,4,USA,2501.82,691.59,1303.57
19.02,4,1.12,184.83,-0.6,Very low,5.76,-867.15,-582.29,-257.34,3.28,-15.74,4,Europe,3519.21,746.31,3679.04
4.44,7,0.06,3.06,-7.43,Very high,0.91,-3754.32,-11978.77,-183.02,7.07,-12.54,6,Europe,4999.77,674.13,0
2.4,2,0.84,139.23,-4.11,Very low,3.21,-2685.24,-23212.14,-122.72,8.43,-34.48,6,Rest,2831.22,950.25,738.08
7.35,5,2.04,207.45,-1.23,Medium,6.13,-3276.84,-20688.51,-156.7,11,-23.46,8,USA,4164.96,691.29,575.19
27.36,3,0.16,101.91,-2.07,Medium,5.7,-2762.7,-22273.21,-229.44,6.73,-37.36,12,UK,3961.98,752.28,2814.04
7.32,3,1.68,308.31,-9.37,Medium,5.66,-3501.21,-2883.32,-232.44,9.68,-22.22,4,Rest,4025.22,840.51,1613.03
7.11,5,37.12,73.17,-6.76,High,1.45,-3336.66,-3093.23,-166.28,2.76,-14.96,12,UK,4797,663.66,0
14.94,5,5.74,241.23,-2.28,Very low,4.3,-3543.99,-14032.3,-165.4,8.85,-20.38,18,USA,4465.74,949.59,831.17
6.72,5,46.34,55.74,-3.85,Very high,1.13,-3097.8,-17974.09,-277.66,3.25,-25.56,8,Europe,4692.84,726.87,0
32.46,7,15.58,255.78,-9.6,Very low,1.16,-4380.21,-13041.54,-253.88,4.15,-27.4,6,Europe,4774.92,780.51,274.1
11.07,3,0.44,198.96,-2.72,Very low,1.47,-4130.58,-14297.62,-213,3.69,-24.42,12,UK,4540.41,855.72,51.57
25.95,5,25.62,208.08,-9.21,Low,0.53,-3250.38,-11272.15,-162.36,3.67,-28.88,10,UK,4156.29,615.63,1629.55
27.42,5,5.62,143.37,-5.73,Very low,3.19,-3203.13,-12720.87,-30.52,7.11,-28.2,14,Rest,4360.29,622.02,1251
19.53,4,0.38,135.54,-4.36,Low,4.19,-3598.62,-11490.6,-182.82,4.63,-28.9,2,Europe,3931.77,714.51,549.25
7.5,4,0.06,163.44,-4.23,Low,7.26,-3484.38,-19826.14,-152.58,7.9,-27.62,10,UK,4941.39,696.81,1263.24
10.23,4,27,317.79,-0.75,Low,6.22,-2096.22,-17324.19,-93.62,4.44,-33.1,12,USA,4724.91,720.06,1535.38
11.85,1,0.02,68.61,0.1,Medium,1.69,-3102.21,-6502.57,-167.84,11.78,-32.8,6,UK,5577.9,690.3,0
11.04,6,0.02,177.78,-6.34,Very low,7.56,-2466.39,-8019.17,-246.7,8.87,-29.38,6,USA,3934.53,207.48,564.24
7.2,5,449.28,76.53,-4.06,Medium,2.7,-2440.68,-14258.37,-61.54,7.99,-23.32,4,UK,4128.54,836.07,0
4.2,1,0.18,162.75,-2.64,Medium,2.27,-4380.72,-9881.32,-283.82,9.62,-31.78,8,Rest,3915.6,723.66,461.8
33.99,5,21.98,183.69,-5.11,Low,7.33,-4146.99,-11763.41,-254.3,3.63,-21.9,4,USA,5230.29,748.2,598.77
2.31,2,638.04,-17.91,-1.8,Medium,2.65,-1844.43,-16735.39,-142.94,-0.21,-39.62,2,UK,2978.73,780.48,0
21.12,3,0.92,209.37,-0.72,Very high,17.38,-4080.81,-13844.92,-233.52,10.63,-41.62,4,USA,1466.67,650.46,3293.38
13.68,4,1.8,229.2,1.16,Very high,3.32,-2710.41,-16795.64,-179.98,9.58,-24.02,8,USA,3914.52,376.29,1129.01
3.9,5,2.2,79.95,-5.7,Very high,4,-4923.39,-20794.86,-124.48,8.81,-12.94,12,Europe,3803.85,393.12,51.91
19.8,7,0.74,216.51,-7.95,High,2.9,-4687.11,-18132.22,-88.92,10.27,-34.42,4,Europe,4293.81,782.61,204
6.81,4,2.02,226.26,-5.77,Low,11.75,-4030.83,-20314.16,-163.76,6.49,-31.48,12,USA,3995.19,746.94,1241.64
21.72,2,2.68,147.03,0.88,Medium,3.72,-1153.77,-15194.95,-127.48,6.9,-31.26,4,Rest,3243.15,914.34,2370.53
6.84,3,27.22,164.4,-4.44,Very high,0.87,-4361.19,-18517.55,-244.7,11.95,-9.12,6,USA,2378.28,898.98,336.31
4.89,8,83.56,143.7,-2.89,Medium,3.53,-4092.45,-18124.3,-163.74,6.85,-31.4,2,Europe,4279.02,597.51,0
16.77,2,47.3,48.15,-4.26,Very high,2.79,-3775.86,-24192.49,-121.24,12.94,-25.78,12,UK,4004.79,768.06,1684.39
11.43,4,0.6,-5.97,-2.9,Very low,5.27,-4735.95,-13617.88,-210.02,4.09,-31.6,14,Europe,2300.97,435.03,197.74
5.91,1,0.16,81,-5.12,Very low,3.78,-1516.44,-19934.09,-166.08,8.25,-26.88,14,Rest,4947.45,594.03,1192.01
9.54,5,126.2,18.45,-0.34,Very low,2.24,-2540.58,-14766.58,-156.86,5.94,-28.64,14,Europe,5620.44,192.54,0
15.9,3,18.3,150.99,-3.24,High,1.09,-2267.88,-17505.16,-295.72,10.51,-32.54,8,Europe,4060.95,760.08,2814.09
2.37,2,0.02,111.27,-3.32,Very high,1.93,-3852.18,-3660.18,-88.42,7.59,-31.48,8,Europe,4262.58,836.16,353.95
9.21,3,0.42,-14.4,-6.53,Very low,3.26,-2911.35,-15149.81,-258.54,5.48,-32.42,14,USA,4580.4,769.32,13.95
6.3,4,4.74,170.43,-2.9,Low,3.64,-3306.93,-18839.36,-70.64,0.94,-32.52,8,Europe,2874.3,958.35,1512.03
5.31,2,12.36,-26.13,-4.43,Very low,2.91,-3475.8,-18078.07,-122.1,3.86,-30.18,6,USA,4528.11,690.51,0
3.72,2,20.84,6.72,-2.22,Very low,2.2,-3950.16,-17629.12,-303.62,4.99,-37.78,6,Europe,4863.15,620.31,0
6.81,5,0.06,84.24,0.14,High,5.12,-4131.81,-19760.11,-151.78,4.79,-38.22,4,UK,5614.68,660.18,0
7.17,6,0.86,38.82,-2.67,High,4.52,-4435.41,-12460.67,-82.3,5.44,-26.4,12,UK,3879.6,780.96,0
6.03,4,29.2,287.37,-4.4,Low,2.7,-3078.84,-13867.43,-200.84,8.35,-28.92,0,Rest,1195.2,737.58,1409.08
21.48,3,1.06,126.54,3.49,High,2.62,-2948.01,-15335.78,-101.18,10.6,-24.04,6,Europe,1681.65,1017.33,3634.18
23.85,3,0.28,135.39,-8.35,Very high,6.89,-2037,-14815.25,-306.96,12.65,-26.98,4,USA,1886.76,706.59,2184.98
8.82,2,6.08,165.18,-4.14,Very high,2.46,-3592.86,-9890.39,-259.4,9.67,-27.2,8,Europe,4255.71,1027.11,2115.33
14.04,2,20.86,20.31,-4.29,Low,1.99,-3408.54,-14400.5,-168.28,4.34,-29.82,4,USA,3088.2,716.55,37.84
7.14,2,53.78,38.82,-7.67,Very low,2.61,-3777.63,-16980.38,-257.72,9.23,-3,8,Rest,3417.6,887.76,0
11.43,7,0.1,179.73,-0.35,High,3.24,-3344.25,-16982.38,-291.54,9.86,-54.54,10,UK,5214.93,711.63,203.69
3.15,5,25.58,77.37,-6.73,Low,0.97,-4259.07,-16461.97,-236.76,6.4,-27.02,6,USA,4874.97,907.35,0
7.35,4,0.06,59.46,-2.83,High,2.86,-3829.2,-20413.8,-222.58,9.4,-27.46,10,USA,6082.98,711.96,0
8.37,3,0.92,96.39,2.36,High,2.68,-4255.77,-18735.65,-169.2,5.95,-24.4,8,Rest,4808.91,694.26,0
27.93,6,9.94,88.59,-4.43,Very low,4.23,-4314.6,-15579.29,-93.88,6.41,-25.64,4,Rest,4421.4,782.91,0
51.51,2,0.5,68.46,-1.93,Low,6.11,-3970.92,-20509.02,-275.22,4.69,-29.96,8,Europe,2954.01,607.68,3774.02
9.33,4,8.62,173.31,-6.27,Very high,2,-3799.98,-20542.31,-105.74,11.91,-17.04,12,Europe,4193.13,684.27,1850.87
6.3,4,56.28,255.24,-3.28,Very low,2.99,-4237.23,-15318.64,-137.82,6.34,-38.76,2,Rest,5044.92,697.5,0
7.68,2,0.32,84.06,-3.25,Medium,1.86,-3654.03,-19330.96,-144.28,8.35,-27.88,8,UK,3545.07,694.29,54.61
14.55,6,88.94,199.17,-6.86,Very low,0.82,-2175.84,-19392.72,-208.12,9.34,-27.28,8,Europe,4611.18,717.54,374.84
17.55,7,0.04,266.82,-6.34,Very high,0.52,-2472.36,-13140.43,-208.1,8.15,-28.58,14,Europe,3315.51,520.59,3687.89
17.88,7,0.26,374.25,-2,High,3.57,-2850.87,-8900.55,-177.76,11.42,-29.94,4,USA,3541.92,710.91,1265.23
1.83,1,0.4,122.52,0.12,Low,1.3,-3487.95,-17994.62,-225.56,13.14,-16.46,10,USA,2336.19,850.98,367.03
8.79,3,262.9,87.99,-6.51,Very high,3.48,-1619.34,-2433.17,-243.18,10.01,-27.88,4,Europe,5919.3,700.5,807.66
5.52,5,216.62,63.21,-0.45,Very low,4.55,-2782.08,-8187.43,-188.36,8.83,-34.6,8,UK,5116.14,701.82,0
8.13,6,4.86,140.64,-4.48,High,1.15,-2138.79,-18292.11,-101.66,11.41,-27.08,10,Europe,3579.81,669.33,1460.68
24.51,6,5.68,251.31,-1.77,Low,5.97,-4110.33,-19315.11,-265.4,8.5,-29.92,4,USA,3806.25,751.95,646.91
9.57,4,82.2,9.69,-5.78,Very high,1.71,-3001.26,-10840.57,-180.34,5.27,-25.96,8,UK,3627.51,794.73,0
2.73,5,6.78,121.47,-0.31,Medium,6.22,-2597.22,-5940.94,-191.94,4.5,-37.6,8,Rest,4833.9,710.76,546.57
17.55,3,0,61.59,-0.88,Very low,4.99,-4223.01,-11311.68,-180.16,8.74,-33.58,2,USA,2922.99,802.53,93.74
10.41,5,0,188.46,-2.35,Very high,0.7,-3625.17,-18898.56,-144.68,9.01,-30.76,4,Europe,4719.03,645.24,123.15
17.1,3,0.14,74.91,-4.44,Medium,0.62,-4598.01,-14766.18,-128.56,11.37,-25.46,8,Europe,4613.82,587.76,0
5.85,3,3.04,171.15,-4.88,Medium,3.27,-2448.87,-27533.64,-230.6,12.9,-30.06,4,USA,4625.22,554.76,300.75
6.18,3,2.5,52.38,-1.89,Medium,1.93,-4157.64,-18279.98,-219.98,4.03,-24.22,4,UK,3362.43,777.33,0
12.33,0,0.02,214.41,-10.05,Very low,3.6,-2181.6,-15193.02,-147.86,6.75,-12.08,8,Europe,3565.71,657.36,3656.19
2.43,4,12.18,86.19,-3.68,Very low,1.91,-4165.98,-16451.78,-184.62,8.8,-14.28,4,Europe,4962.09,608.58,0
1.29,6,158.88,330.93,-2.07,Very low,1.53,-3034.68,-15344,-148.44,8.79,-19.28,10,UK,3925.29,951.09,726.91
5.55,3,0.02,214.95,-4.71,Very high,0.78,-1565.13,-15716.78,-229.06,8.49,-42.84,6,USA,4551.81,905.76,756.18
12.9,5,8.18,328.65,-4.68,Very low,2.89,-4113.96,-15564.81,-122.4,9.53,-26.16,10,Europe,5031.45,600.78,1135.27
2.82,6,112.84,162.69,-0.79,Very high,6.06,-3399.81,-17720.89,-125.32,11.01,-33.02,2,Europe,3502.38,570.06,781.94
6.9,2,3.86,90.09,-3.06,Very high,8.34,-2444.22,-14111.74,-230.34,6.28,-10.3,6,Europe,3675.57,600.69,3597.14
14.22,5,0.96,227.58,-5.42,Very high,2.31,-2922.84,-16162.17,-245.36,6.86,-32.14,10,Europe,5541.72,726.33,2448.73
6.36,6,4.98,123,0.45,Very low,3.75,-3050.25,-13912.91,-94.2,6.95,-28.78,14,Europe,4591.65,716.52,110.25
6.12,2,0.02,120.3,-3.11,Low,4.99,-3188.43,-7911.12,-173.12,9.11,-18.24,0,Europe,5153.4,653.04,0
20.82,1,0.06,91.26,-7.06,High,0.48,-3603.99,-14709.58,-272.1,8.27,-27.16,6,Rest,4938.57,724.17,549.05
16.92,6,5.24,121.08,-0.72,High,2.01,-3005.82,-20281.9,-300.96,8.16,-26.6,14,UK,3774.99,1026.21,1753.28
16.89,3,0,164.58,-4.23,Low,3.72,-4071.27,-4701.07,-127.7,5.76,7.08,8,Rest,6088.5,850.2,224.28
4.62,8,4.22,122.37,0.82,Very low,0.69,-4232.04,-15911.78,-196.98,8.77,-8.66,10,Rest,4907.04,648.75,0
7.59,5,17.64,61.2,-8.32,Medium,4.83,-3244.56,-12967.96,-183.18,10.9,-28.88,4,Europe,5778.75,689.85,0
12.15,7,2,83.94,-4.87,High,3.1,-2630.1,-18832.4,-137.66,10.96,-19.96,16,Rest,2950.83,789.96,1296.1
18.42,4,1.7,159.48,-6.7,Very low,1.31,-3468.45,-18727.96,-239.68,9.72,-25.68,4,Rest,4959.93,701.85,0
16.65,1,3.22,70.29,-4.2,Very low,1.73,-4698.69,-25590.44,-204.88,5.86,-32.74,12,Rest,4640.97,810.84,0
4.83,5,0.28,103.74,-2.03,Very low,3.47,-3499.53,-19986.19,-136.18,13.14,-17.74,6,Rest,6210.63,892.02,0
0.51,2,0.12,88.92,-1.84,Very high,1.03,-3566.67,-22379.59,-175.24,13.01,-30.08,6,UK,5358,737.76,0
15.51,2,0.58,42.66,-0.44,Low,1.92,-4342.65,-11608.72,-136.52,9.57,-34.72,8,USA,2987.61,541.89,91.9
10.5,5,0.14,327.87,-4.48,High,0.83,-5074.86,-14240.95,-176.2,9.18,-45.26,10,Europe,4959.72,686.13,647.83
16.71,3,3,296.64,-4.5,Very high,5.75,-3655.83,-9719.35,-129.28,7.56,-28.46,6,Rest,2667.42,627.72,2814.64
1.02,2,3.4,35.52,-3.19,High,7.6,-2276.97,-16806.06,-279.8,5.87,-5.38,8,Europe,4939.2,461.76,1666.02
16.2,2,4.2,177.99,-9.5,Low,22.57,-2735.22,-14861.58,-138.66,9.63,-29,6,USA,3784.23,659.67,3246.86
19.14,6,0.04,60.99,-3.79,Very high,8.41,-3449.85,-13774.71,-194.94,5.7,-25.7,6,Europe,5307.48,738.42,1427.31
17.37,4,2.02,133.08,-2.16,High,11.08,-3187.59,-19671.06,-189.26,10.76,-29.62,12,USA,4158.69,596.13,1645.33
3.27,3,0.18,75.93,-1.83,Very low,9.91,-3066.75,-24603.95,-73.76,10.55,-29.06,6,Rest,5562.06,809.01,287.79
15.27,4,149.46,263.31,-0.81,Very low,0.88,-2499.48,-10791.25,-167.88,3.39,-29.34,10,Europe,4272.21,383.64,2428.75
4.56,2,7.74,59.97,0.18,Medium,5.21,-4054.26,-25272.05,-183.84,8,-26.36,12,Europe,4704.54,585.36,304.96
10.95,1,1557.06,119.97,-2.65,Medium,2.46,-2444.19,-13980.43,-305.46,11.98,-24.28,18,Europe,3787.02,732.48,3616.65
8.91,1,10.56,117.09,-0.68,Medium,1.98,-4898.28,-13365.55,-158.68,9.44,-32.86,10,USA,3847.14,781.98,133.26
10.08,3,0,-29.49,-3.99,Very low,0.86,-2927.82,-12764.7,-176.12,10.44,-20.34,8,Rest,4987.47,579.69,0
9.21,2,2.32,-57.45,-8.57,Low,1.12,-4060.17,-27504.32,-238.5,6.35,-28.66,4,USA,3421.68,721.35,0
1.35,7,1.86,216.63,-10.36,Very high,5.79,-3609.33,-17876.37,-245.84,5.41,-27.94,10,UK,4598.22,652.11,1096.66
20.76,1,157.32,55.26,-2.45,High,4.77,-4145.22,-17740.81,-105.72,10.42,-20.42,18,Europe,2729.91,756.93,3712.44
3.9,2,1.28,102.81,-0.89,Medium,8.59,-1783.83,-16096.87,-236.42,6.01,-31.34,8,Europe,4811.25,681.51,3313.36
34.29,2,2.88,91.92,-2.83,High,1.14,-3729.54,-16567.39,-101.38,5.86,-26.66,2,Europe,4476.33,623.94,1433.63
5.88,1,19.9,143.31,-7.17,Very low,2.14,-4097.31,-9796.16,-127.12,2.09,-26.96,10,UK,3990.03,665.04,0
6.39,4,13.38,135.96,-3.96,Very low,1.9,-3794.82,-20845.22,-177.54,5.17,-31.68,2,UK,3322.77,927.96,0
15.72,1,0,287.13,-8.36,Very high,6.13,-2745.09,-20772.76,-216.22,10.03,-25.46,6,Europe,5077.14,734.94,3780.09
1.89,4,13.98,66.33,0.81,High,3.79,-3795.36,-15721.7,-223.52,4.53,-29.24,12,Europe,5165.19,519.87,0
7.11,6,0,74.13,-4.45,Medium,11.48,-2898.18,-18758.9,-244.02,9.09,-27.46,10,UK,3320.37,692.55,2448.55
29.49,6,0,83.58,-2.91,Very low,2.17,-5147.67,-22073.55,-232.48,4.81,-27.8,6,Rest,3479.73,691.68,0
8.94,4,0.6,75.45,-2.38,Very low,2.5,-3930.99,-13921.83,-224.18,2.49,1.64,10,UK,4845.63,681.36,0
15.39,5,3.16,140.01,-1.65,Medium,4.35,-2927.64,-13786.71,-199.68,8.01,-27.64,8,UK,5251.98,764.7,724.58
3.63,4,0.16,41.85,-1.9,Low,4.92,-2562.66,-18684.53,-157,7.18,-29.1,10,Europe,5395.11,869.88,0
10.41,4,0.9,203.76,-7.69,Low,1.78,-3778.5,-16192.55,-192.18,4.17,-17.04,6,USA,4748.85,669.12,46.87
8.64,6,1.16,91.44,-1.44,Very high,2.18,-3315.09,-16269.27,-198.12,6.59,-34.44,12,UK,5463.06,649.92,0
15.06,7,1.16,83.55,-3.01,Medium,8.39,-3620.61,-12630.68,-42.96,1.98,-28.6,14,Europe,5069.94,690.06,1385.72
5.94,3,0.02,312.12,-4.72,Very high,5.16,-2501.1,-14384.6,-185.1,12.11,-34.72,6,Europe,3642.78,716.07,3763.35
5.34,3,2.92,115.92,-0.85,Medium,2.7,-2205.39,-16134.92,-188.44,6.99,-25.22,6,Europe,5204.88,732.51,273.7
7.65,2,0.16,115.59,-4.57,Medium,2.91,-4884.12,-16078.99,-201.56,8.74,-34.6,4,UK,2936.85,592.44,0
1.08,6,16.28,110.19,-2.96,Very low,0.67,-5123.55,-14393.56,-141.72,13.19,-30.66,14,USA,3592.32,589.86,0
11.97,1,0,16.26,0.95,Low,2.84,-2380.5,-15100.56,-92.58,2.31,-26.36,8,Rest,4336.98,954.06,579.51
16.26,3,0.18,168.39,-3.82,High,3.17,-2933.79,-27401.81,-158,4.18,-27.96,18,Europe,3192.33,717.12,3760.66
20.28,3,468.2,61.98,1.52,Very high,8.88,-2239.65,-17154.07,-189.28,4.49,-28.84,16,UK,3381.48,689.34,2969.4
42.57,4,0.06,84.12,-1.16,High,4.11,-4071.12,-18874.44,-289.22,7.68,-34.18,14,Europe,4885.59,659.61,3574.75
8.79,3,0.04,62.76,3.13,Medium,4.73,-3279.18,-17646.78,-192.12,6.64,-28.26,4,USA,4233.84,538.08,106.55
14.49,1,11.08,9,-8.77,Very high,14.23,-3835.17,-19674.5,-253.5,6.99,-25.56,8,Rest,4598.58,711.24,2165.36
12.33,4,0.18,185.97,-2.43,Medium,1.93,-3552.75,-14663.28,-143.38,11.47,-37.74,6,Rest,4549.71,647.13,421.99
9.09,2,0.02,87.99,-6.47,Very low,9.11,-944.04,-20261.99,-142.82,14.28,-33.64,0,Rest,5121.96,729.75,1204.66
11.22,5,0,159.03,-0.51,Very low,7.63,-2345.64,-16460.6,-232.14,10.18,-30.16,4,USA,3911.58,736.11,559.16
26.1,3,6.42,190.26,-6.74,Very low,2.44,-4146.87,-16198.72,-251.24,10.51,-29.54,14,Europe,2869.71,711.21,3417.85
4.53,5,0.24,159.03,-5.58,High,0.53,-4407.81,-15947.51,-152.58,10.4,-20.68,14,UK,5699.01,1000.08,0
52.83,3,7.18,-72.63,-3.96,Medium,3.89,-2174.07,-14260.39,-237.4,5.2,-23.94,6,Europe,3307.26,791.67,3655.07
6.33,6,2,128.85,-4.33,Very high,4.21,-1808.25,-24516.59,-163.86,8.62,-25.54,10,Europe,4716.12,680.82,2280.12
18.93,4,0.1,179.82,2.53,Very low,0.79,-3689.28,-17163.67,-191.34,8.03,-37,6,Rest,4011.03,684.51,261.47
10.71,5,4.9,135.72,-6.89,Medium,8.62,-2073.72,-14449.05,-149.36,6.53,-33.54,10,Europe,4891.98,745.89,3331.71
32.97,1,0.22,219.51,-0.73,Medium,2.28,-2558.01,-17783.31,-238.64,13.32,-28.7,4,USA,4131.78,694.98,1491.63
2.79,5,241.64,76.17,-5.44,High,4.04,-3608.01,-19122.79,-262.34,4.79,-14.66,8,USA,4870.2,702.12,0
10.02,2,18.2,127.53,-5.64,Very high,0.53,-2222.55,-14332.95,-177.42,10.15,-17.22,8,USA,3552.03,742.11,734.56
18.51,3,0.58,176.04,-2.99,Medium,3.77,-3358.26,-13714.83,-215.42,0.48,-30.46,4,Europe,2241.63,584.79,3378.5
14.82,1,1.62,168.48,-6.49,Very low,10.15,-3169.08,-20703.62,-250.94,9.01,-22.84,4,Europe,2709.81,765.6,3727.63
2.82,3,1.76,166.68,-6.16,Low,1.94,-2798.22,-15650.58,-339.1,7.83,-19.16,4,UK,3425.07,671.67,75.07
13.62,7,0.62,223.32,-4.09,High,1.83,-4004.64,-17354.65,-206.98,8.82,-21.08,12,USA,4388.13,699.24,306.95
9.42,1,4.24,211.35,-3.54,Low,5.24,-3982.86,-13955.9,-109.14,1.78,-30.4,4,USA,5804.52,759.75,214.38
2.91,5,0.18,-11.91,-3.94,Very high,5.87,-4100.58,-21116.54,-153.58,8.75,-12.48,10,Europe,5133.75,663.39,0
14.91,3,2.8,351,-4.37,Medium,8.16,-4902.6,-16919.66,-244.9,5.71,-21.98,14,UK,4109.25,754.65,2920.2
9.03,10,56.2,57.99,1.29,Very low,7.52,-4579.98,-17171.01,-280.28,9.09,-24.28,8,USA,4643.01,664.92,0
19.38,5,10.52,50.46,-4.2,Very low,6.51,-4465.74,-16873.64,-98.68,11.07,-30.22,8,USA,5162.94,690.21,0
10.05,4,0.04,164.25,-4.93,Medium,4.27,-3629.34,-21392.37,-261.5,5.48,-22.14,4,Europe,4224.78,604.29,543.34
24.57,7,0.06,192.09,-3.09,Very low,0.46,-4929.06,-15894.52,-144.48,9.39,-40.7,2,USA,4706.34,697.92,0
42.69,4,1.3,-27.39,2.4,High,3.95,-3651.12,-17619.66,-277.72,8.41,-28.32,8,USA,4280.25,760.92,603.3
4.71,5,0.02,61.32,1.46,Medium,0.76,-2640.09,-15267.42,-262.04,9.75,-40.52,6,UK,4383.18,720.03,0
5.04,3,0.26,155.1,-3.8,Very low,4.69,-4443.84,-14667.3,-179.22,4.6,-30.04,2,UK,2746.71,801.45,0
4.68,6,0.18,171.69,-5.59,Very low,6.12,-2310.3,-19140.35,-211.76,7.55,-30.3,12,UK,4962.39,705.78,964.26
5.46,6,0.4,230.58,-4.7,High,1.11,-3998.91,-16035.38,-315.62,8.87,-35.08,10,UK,5180.52,844.26,0
25.95,5,22.16,-43.89,-8.38,Medium,1.83,-3491.28,-18339.64,-212.32,9.04,-38.68,6,UK,6921.09,728.94,0
23.34,3,2.82,-16.23,-5.64,Medium,0.9,-2194.98,-15305.4,-210.72,7.51,-44.02,8,USA,4355.67,711,220.26
0.99,3,7.04,224.64,-2.84,Very high,4.3,-2714.7,-16366.01,-200.02,4.64,-36.9,6,Europe,3036.33,882.48,3465.82
24.87,2,3.7,189.72,-3.63,Low,2.26,-2952.6,-19046.9,-354.02,2.68,-25.48,10,Rest,4529.4,650.28,1660.16
7.92,3,1.1,44.04,-1.47,Low,4.71,-3514.53,-17073.41,-212.7,5.81,-18.12,2,UK,4212.51,664.17,0
18.78,3,3.74,116.64,-4.76,Low,2.64,-3546.72,-16083.53,-231.08,6.56,-25.2,8,Europe,3570.09,650.94,1321.36
4.35,2,2.8,268.2,-2.89,Low,0.4,-4117.11,-15624.59,-84.96,-0.47,-23.76,14,UK,3705.75,847.59,1506.61
20.73,3,57.52,73.53,-4.94,Very low,5.75,-3491.04,-17978.94,-263.72,8.21,-34.6,4,UK,4152.75,874.32,338.04
1.11,1,0.34,130.95,-2.71,High,6.43,-4522.32,-14704.25,-98.22,10.02,-30.06,12,Rest,4023.48,733.38,1140.17
18.24,4,0.1,15.66,-6.13,Low,4.62,-3485.46,-16015.87,-90.1,9.31,-38.82,12,UK,4589.64,747.63,140.01
11.49,3,12.86,95.46,-4.17,Very low,4.57,-4386.51,-8412.46,-233.12,5.39,-28.38,4,UK,3610.59,711.03,0
7.29,5,11.52,103.71,-0.85,Very low,5.43,-2542.29,-13468.03,-139.64,7.13,-29.18,2,UK,3374.58,635.07,0
6.21,3,0.26,242.16,-6.05,High,0.26,-2280.93,-16924.56,-230.98,4.5,-5.62,4,Europe,3701.76,817.02,2349.49
6.51,3,5.82,160.56,-3.52,High,2.16,-4821.66,-16595.01,-184.58,11.43,-25.6,14,USA,3855.39,679.2,294.22
1.53,6,0.02,172.02,-3.63,High,1.09,-3463.92,-16252.41,-99.12,11.44,-23.68,14,Europe,4662.42,658.77,159.39
32.4,3,60.82,147.09,-2,High,1.76,-3096.39,-7472.17,-162.56,2.01,-31.58,6,USA,4571.16,676.05,810.4
14.07,3,18.68,90.84,-0.58,Medium,6.24,-2948.28,-13014.42,-146.42,10.34,-29.8,2,USA,4491.96,642.57,321.58
20.64,6,0.14,40.11,-9.42,Very high,2.43,-2940.93,-14798.66,-163.04,12.37,-35.18,0,USA,3832.23,874.23,70.56
